content,place,year,month
"Thrice-married to increasingly rich husbands, a Trump fund-raiser and global warming deniar, she is as shallow and corrupt as Taipei China's current president with whom she will have tea on silver settings pillaged by the Kuomintang.
https://t.co/ct0HX40y2I",India,2021,January
@qandrew I knew it! Global warming is a hoax!,India,2021,January
"There is only one fact that matters. It doesn't matter what 97% of scientists say, what Al Gore says or what NASA says. Global warming is what you see👇
But today's GW has addendum negative externality to normal balance system. https://t.co/IwiXcoGJfW",India,2021,January
"@kapoors_s @SayftyCom @kumarmanish9 @Samynemir @nomoreslaves @RuchiAngrish @Anki_Live @vanditamorarka @herahussain A1. 1/2 Evening, a bit distracted tonight but would say that with 2021 being the year of @COP26 my resolutions are linked to the #climatechange agenda. It is worth remembering that women are disproportionately impacted by global warming so every little thing helps.

#sayftychat",India,2021,January
"Dutch Prime Minister Rutte inviting viewers to join upcoming Climate Adaptation Summit 2021, that will discuss the absolute need to adapt to global warming; Netherlands has know-how to offer. #climatechange #CAS2021 #climateadaptation  https://t.co/8uR93dMYHa",India,2021,January
We can help our planet by plants.I have Watercress that so good for me because you can use this plant for cooking with salad and etc.This is another way to save our planet for global warming or climate chang #climatechange #climatecrisis #climateaction #savetheplanet @jearl_shamr https://t.co/JnG8j37uY4,India,2021,January
The IDIOT is also a global warming denier,India,2021,January
"I would like request all global leader to come forward, support &amp; promote Bihar Chief Minister @NitishKumar intitative Jal Jeewan Hariyali to balance our nature to protect from global warming.@UN_EMG @UNDP @UN  @WHO @UNEP  @UNESCO  @EPAwater @UNICEFIndia  @DEFCCOfficial @UNFCCC https://t.co/GWafazMl3G",India,2021,January
Global warming or just a short winter... #2021year https://t.co/StT7bWQJW1,India,2021,January
Goodbye @realdonaldtrump but you made horrible decisions on #Environment #globalwarming #ClimateAction #biodiversity #climatechange #Oil @UNClimateSummit @UnClimate @UNEnvironment_ @NatureOutlook @Gerhard_DMU @DocMediaCentre @WHO @InfoESChd @ParisClimate  we are green champions https://t.co/R7RbfuOcES,India,2021,January
Look at the graph! We have a problem and must act xxx https://t.co/puBrkU2dUN #ClimateCrisis #GlobalWarming #WakeUpWorld @guardian,India,2021,January
@TexitPlease @elonmusk Environmental issues like global warming is a fact. That is making our planet unliveable for sapiens,India,2021,January
"Combustion of fossil fuels due to Human Activities⬇️
Increase of Green House Gases⬇️
Global Warming⬇️
Climatic Changes⬇️
Melting of Glaciers⬇️
Flooding/ Rise in sea level⬇️
Submergence of Low-lying Coastal Lands⬇️
Large-scale destruction of Ecosystem and Extinction of species",India,2021,January
"It amazes me to learn about the distances these bears can cover walking on #ice. Sometimes between continents. A bit of global warming may not show immediate effect on cities like NYC or Mumbai, But here it simply means there’s no ice below the feet of the bear if temp rises https://t.co/OLo66fvDSs",India,2021,January
"Did you know?
A Fjord is a long, narrow inlet with steep sides or cliffs, created by a glacier. It’s fascinating to learn about the connection between these #icecaps and the impact it can have far way in #mumbai or #bengaluru when global temp rise.
#GlobalWarming #climatechange https://t.co/kS8f6axOLV",India,2021,January
The best global warming leedar narendra modi https://t.co/md3BALNI7v,India,2021,January
"@sumairaabdulali @prchandna @AUThackeray @tweetsvirat @bha_ke @waatavaran @yashmarwah @radhikachemical @HiraliF @CPCB_OFFICIAL @ChatterjeeBadri To implement any right thing you need to have right attitude, right planners and goalplans with a will to do. Does our key decision makers think a little about the future of their own loved ones? #SwachhSurvekshan2021 #SBM #IAS #leadership #swm #green #GlobalWarming #PMOIndia",India,2021,January
"@SrBachchan GOOD MORNING SIR GREAT OHH MY GOD BUT SOON WHAT CLICKED MY MIND SIR 
SAATHI HAATH NADHANA  EK AKELA THAHKK JAAYE TOH MILKER BHOJ UTHATNA NATURE IS OUR PRECIOUS TRESURE SO STOP GLOBAL WARMING SO MILKER HAATH BADHANA  OK BYE THANKS SIR 🙏💜🌹🙏❤ https://t.co/L4J8E25H8r",India,2021,January
"@ratucatwalk @transitmy “But it shouldnt be bike centric as well”. Your tweet does not make any sense. Roads should be shared, we are not suggesting for bike exclusivity. Developed countries have LESS cars. Global warming is increasing hence bike and walking are good, sustainable alternatives.",India,2021,January
"“Global warming” yada yada but have those ppl think through bfr giving their opinion? Do you really think the municipal council was like “hey i hate those trees let’s take them down tomorrow” welp surprise surprise, NO",India,2021,January
"New Year - New Projects
Coming Soon 🤓
#ClimateTalks #ClimateAction #SaveOurFuture #ClimateCrisis #sustainability #GlobalWarming https://t.co/k4DLBjDiHy",India,2021,January
@ThisAndThatDude They are working on global warming by handing coal projects to Adani.,India,2021,January
Pictures of hailstorm. ❄ #hailstorm #ice #snow #India #NewDelhi #Delhi #DelhiRains #weather #weatherupdate #climatechange #globalwarming https://t.co/8HRePm5pbf,India,2021,January
"Enjoy 🥳 enjoy 🥳 enjoy 🥳 enjoy 🥳 enjoy 🥳 tcare Till later enjoy 🥳 enjoy 🥳 enjoy 🥳 enjoy

The coming holocaust party nato china russia usa eu and north south east west polar shift global warming party onnnnn ArmageddonQayamatHai FukushimAYU NuclearHolocaust apocalypse 🔥☠️",India,2021,January
"The #carbon #pollution already put in the air will push global temperatures to about 2.3 degrees Celsius, a new study finds | @NBCNews | #climate #climatechange #GlobalWarming https://t.co/Z20Pc8WOkY",India,2021,January
@khushsundar Global warming is real!,India,2021,January
@khushsundar Very strange. Are we witnessing new patterns on account of global warming. Something that the weather experts will be aware of.,India,2021,January
"🌎: Our generation is suffering from global warming and deadly viruses.
Pune (पेठा) : आम्ही मिसळीबरोबर  Bread 🍞 च देनार!",India,2021,January
Johor is flooding = climate change and global warming worsening,India,2021,January
What about fixing global warming by pollute the atmosphere? Does Bill Gates is an Alien 👽? #billdoggy https://t.co/tNMjMHEnmV,India,2021,January
The real fight now begins with GLOBAL WARMING. #Welcome2021 https://t.co/7jjmrgVxVd,India,2020,December
"Greenhouse effect plays a vital role in maintaining an adequate temperature on earth surface. 
How something this important has become the reason for global warming? Following blog post will explain it to you.
#GlobalWarming #ClimateCrisis #NewYear2021
https://t.co/E5N8GWW26g",India,2020,December
Thank You. #JanShakti4JalShakti #groundwater #everydropcounts #WaterCrisis #globalwarming #rainwaterharvesting #saveearth #buildingconstruction #urbanplanning #innovation #greentech #sustainability #plumbing #mepdesign #climate #mep #rechargerain #injectionwell #saverain #rain https://t.co/9Qc5M7M4nl,India,2020,December
"@FopianoJoy There is a hill station around 35kms away from my home, it snows there. My dad tells us that 60-70 years ago our town too used to experience snow but no more due to global warming.",India,2020,December
"@OfficialGNIDA encourages its citizen to adopt solar energy so that we can contribute towards #renewable, non-polluting environment &amp; it prevents #globalwarming as well. It further saves #money - is low maintainance in cost  &amp; it #reduces energy bills. Switch to #solar energy now https://t.co/N0HJbjgVes",India,2020,December
"Without Nature Dark Future 🌎🔊
#withoutnaturedarkfuture 
#natureisbeautiful 
#natureisamazing 
#savenatureforfuture 
#savenatureforourfuture 
#climatechangeisreal 
#climateaction 
#climateemergency 
#globalwarming 
#climatechangeawareness 
#climateactivist https://t.co/2ux5Yj7nv5",India,2020,December
"Amazed seeing global warming heat map. No political parties are blaming each other for Arctic Warming. However, might be immune to political intervention, or else 🤔 https://t.co/eb1DCA7i7M",India,2020,December
"With increasing pollution and global warming, nature is in danger. #DeraSachaSauda devotees started #NatureCampaign and planting trees as #TimeToNurtureNature following the pious teachings of #SaintDrMSG #SaintDrGurmeetRamRahimJi https://t.co/G03R90pXstवृक्षारोपण-कर-बचाएं-प्रक/",India,2020,December
"I'm cool but global warming made me hot.😄
@narendramodi https://t.co/wBxepxxam0",India,2020,December
Global warming is real. https://t.co/WHBv19U5Fd,India,2020,December
@imVkohli To add to  that please do not use fire crackers  on Christmas do not eat meat since it increases Global warming do not throw used plastics on roads keep it clean,India,2020,December
global warming https://t.co/MctVEMpudj,India,2020,December
"#EcoFriendlyChristmas

This Christmas Don't chop a tree, Don't light any candles,

 SAVE THE TREE, STOP POLLUTION 

    SAVE ENVIRONMENT
            STOP GLOBAL WARMING
                
        #EcofriendlyChristmas https://t.co/K97hthmTsq",India,2020,December
"This Christmas Don't chop a tree, Don't light any candles,

 SAVE THE TREE, STOP POLLUTION 

    SAVE ENVIRONMENT
            STOP GLOBAL WARMING
           
        #EcofriendlyChristmas https://t.co/2jrLMG2aS7",India,2020,December
"@bn4_u @khalidkarim Ice age happens slowly every few ten thousand years, this global warming is so bad we might not last until the next one",India,2020,December
"Dear Ambassador,one of the biggest hazards for Sri Lanka is global warming, parts of the island face droughts &amp; the whole Jaffna peninsula might go under water due to sea level rise.USA is worlds top GHG emitter per capita kindly ask your public office to ratify the Paris Accord. https://t.co/VGTR2yuwUO https://t.co/KGFRaets83",India,2020,December
@captainshanky No rains but looking at the consequences of global warming,India,2020,December
"#GlobalWarming is heating up the #IndianOcean , Thereby we have seas which have warmer waters, 28 to 32 degrees, leading to more destructive cyclones than what we have seen before. #chennairains",India,2020,December
"Saving water is an imp issue,especially with global warming&amp; the incresing popultion of the earth. And threfore we should spend smtime evryday considring how to save water
#SaveTodayForFuture we can start the best way of saving water from our home. So u must save water for future https://t.co/2Q5QoiCEZA",India,2020,December
We Humans have almost exploited our fossil foils and earth 🌎 is facing global warming. It is the need of time to use judiciously water n energy resources as @DeraSachaSauda devotees are doing to #SaveTodayForFuture following the tips given by Saint Dr. @Gurmeetramrahim ji https://t.co/O7NWojHPrP,India,2020,December
"@VishalBhargava5 I had read somewhere Bangladesh is a sinking country due to global warming. These guys don't believe in it, I guess.",India,2020,December
"Debris and garbage can be easily seen all Over of this place causing pollution and loss of biodiversity in this whole area.  #climatechange #globalwarming #India #NewDelhi #Delhi @official_dda @LtGovDelhi @ArvindKejriwal @Indiametdept @GretaThunberg 
https://t.co/fngC3kcoZU https://t.co/ERerrO3w3h",India,2020,December
"The memory of #Amphan still gives us chill in the spine! 
.
#kolkata #CycloneAmphan #GlobalWarming #Cyclones https://t.co/VZsYCGi1GM",India,2020,December
WHERE IS THE GLOBAL WARMING? https://t.co/wMSuUQ7xi4,India,2020,December
"Real development doest not come with who has greater or more destructive arms and ammunition .
It comes with who protects the planet from the greater danger ( Global Warming ) @PMOIndia .
India's forest cover must increase. 
Only plant can save the planet.@NITIAayog",India,2020,December
"How come leftist anti slavery ""activists"" don't end this? Too much ""global warming"" got you ""occupied""? https://t.co/Ef1Iyk4VAh",India,2020,December
"@PMOIndia Sir please implement Dr Kasturirangan report on western ghats for bright future of people in south india,it will not only help in reducing global warming it will also help farmers in south india with good rainfall",India,2020,December
"14th Decmeber is the day to spread awareness around the globe about Climate change and global warming
. 
If not we than who??
If not now, when??
.
#energyconservation
#ClimateChange https://t.co/Ybjm3w6Lnx",India,2020,December
"Energy Conservation Day is observed every year on December 14. The day focuses on making people aware of global warming and climate change and promotes efforts towards saving energy resources 
 #india #haryanapump
 #engeryconservationday #oswalpumpsltd #saveenergy https://t.co/SwGppTIaBE",India,2020,December
"25◇14th December,2020;
""NATIONAL ENERGY CONSERVATION DAY""
Is observed every year 
On dec-14 the day focuses on
Making people aware of
Global warming &amp; Climate change 
&amp; Promote efforts towards
saving energy resources.",India,2020,December
"Energy Conservation Day is observed every year on December 14. The day focuses on making people aware about global warming ,climate change and promotes efforts towards saving energy resources. https://t.co/YGMfuLW3EV",India,2020,December
"National   Energy Conservation  Day is observed  every  year on December  14. The day focuses on making  people aware of global warming and Climate change and promotes efforts towards saving energy resources.
#NationalEnergyConservationDay

#Ahmedabad
#GoodMorningTwitterWorld https://t.co/DdrXnf85nS",India,2020,December
"Energy Conservation Day is observed every year on 
December 14th.
The day focuses on making people aware of global warming and climate change and promotes efforts towards saving energy resources. 
#NationalEnergyConservationDay

@RajKSinghIndia @MinOfPower 

@seriousfunnyguy https://t.co/bWQoL5A4oT",India,2020,December
"Very unusual it's December &amp; raining in mumbai for last few days, wakeup india to #ClimateAction #ClimateActionInYourArea #climate #ClimateEmergency #ClimateChange #globalwarming #environment #December #MumbaiRains #BidenCalm #EnvironmentalDefenders #weather #MumbaiWinter",India,2020,December
"It's #fifth #anniversary of the #Paris #Agreement. 

The Paris Agreement is a legally binding international treaty on climate change wef 1Jan2021.
 Its goal is to limit global warming to well below 2, preferably to 1.5 degrees Celsius, compared to pre-industrial levels. https://t.co/IFEHxdsnTV",India,2020,December
"World leaders should declare states of ""climate emergency"" in their countries to spur action to avoid catastrophic #globalwarming, UN Secretary-General #AntonioGuterres said in opening remarks to a climate summit 
https://t.co/t7tnLMOF13",India,2020,December
"UN plans to hold the sixth anniversary of famous ' Paris Agreement ' in next November&amp;invites global participation of member countries in the project ' Climate Action Plan ' to submit plans of respective nations,for finances plus resources, for raising the global warming by 1.5°.",India,2020,December
"Tomorrow is going to be the 5th year of the Paris Climate Agreement! Global warming is on the rise! No one cares! If the average temperature of the earth could not be kept within 1.5 degrees, most of the people will loss their habitats. (BSB-Josore)
 @CevikusHB @Greta @Licy @Raks https://t.co/60OkSe8pB6",India,2020,December
@swatinathani Effects of global warming....😢,India,2020,December
"This climate is like a blessing If everyone took a step forward to take care of it, we wouldn't have to suffer so much from the effects of climate change.
#globalwarming #climatechange #environment #savetheplanet #nature #climatecrisis #ecofriendly https://t.co/SbrxGyYxMj",India,2020,December
"Market’s so Hot 🔥 that now it’s causing Global Warming!
#NIftyEnergy in action . 
Gail 
Reliance 
IOC 
Power and gas stocks too .",India,2020,December
Everyone is concerned about @globalwarming and #Climatechange but the developed nations like #USA and #China are still releasing more carbon and are in denial to curb their carbon emissions on ground.. https://t.co/soanxwplAG,India,2020,December
"#LDC leadership on #ClimateAction calls on countries 2 limit global warming to below 1.5 degrees; ensure an inclusive &amp; #ClimateResilient recovery from #COVID19; scale up #climatefinance
#ThimpuAmbitionSummit @LDCChairUNFCCC @icimod @JbPradyumna @oootheyan
https://t.co/nwKrINalcG https://t.co/VvTbybRjUC",India,2020,December
"Mountain biodiversity is the theme of #InternationalMountainDay2020
The world's most spectacular landscapes are facing threats in every way.Climate change and global warming,bad farming practices, logging,commercial mining and poaching are taking a heavy toll. 

@seriousfunnyguy https://t.co/ox345MuBYS",India,2020,December
"Thank you @MetMaldives &amp; @MoEnvmv 4 long-standing collaboration with @UNDPMaldives. #ClimateChangeIsReal when we see #weather trend, #GlobalWarming and #SeaLevelRise from your data. How can we communicate this fact more widely? 🌏☀️⛈🌊 https://t.co/5tVeuj4mAA",India,2020,December
"Given the reality of global warming, The third episode of #TheFutureOfSpace podcast will see host Isha Anand and guest Dr @MilenaStojkovic of @FosterPartners give listeners a comprehensive glimpse of #SustainableArchitecture.

Listen in:https://t.co/yuJYDwjSeW

@Rmz_Corp https://t.co/UMUR97TPLx",India,2020,December
"@nitin_gadkari sir kindly look into the development of godbunder road to Borivali. Everyday there is traffic jam for more than 2 hours. Waste of time, fuel, nature &amp; addition to global warming. https://t.co/iAs1iMM9tL",India,2020,December
#The arrogant world be ready for the drastic and irreversible consequences of #GlobalWarming and #ClimateChange... @LicypriyaK @ClimateReality @UNFCCC @UNDPClimate #ClimateActionInYourArea #COP26 #ParisAgreement @UNFCCCwebcast ..We still have time to slow down the rate. https://t.co/jUKuZwoUDB,India,2020,December
"DO U KNOW #COWS CONTRIBUTE TO GLOBAL WARMING BY RELEASING #methane 

Did you know? 
Cows release methane mainly through their belches (burps). The rest comes out as flatulence (farts).

#SriLanka #NewZealand #greenhouse #Burps #Farts",India,2020,December
"Being able add this legendary song to the blog post I'm drafting now, made me even sadder about what we have done to our only home 😢
#ClimateCrisis #GlobalWarming #HeatWaves #ExtremeWeather 
#WhatHaveWeDone https://t.co/gu8xIAMTCX",India,2020,December
"#climatechange
#ClimateAction 

Do we have a plan for after the ice melts?  Or are we going to travel to the moon? 
It is true that global warming is in the normal process, but we accelerated it like a turbo engine https://t.co/5vnSPly7Nv",India,2020,December
@nytimes Global warming knocking our doors.,India,2020,December
We have already ruined the earth causing pollution and global warming Still we don’t learn and understand the destruction of various kinds in the names of unwanted scientific and modernisation without limitation.Stop spending of so much amount for defence &amp;invading other planets,India,2020,December
@UNDPSriLanka @BizHRAsia_UNDP @EUatUN @EUinASEAN @eu_eeas @Trade_EU @EU_in_Sri_Lanka @UNDPEU @europeaid @seanclees @liviosarandrea @UNDPasiapac Carbon emission by planes is a major cause of global warming. Will the UN agencies and politicians stop attending physical conferences in the future? This Pandemic has shown Zoom meetings are as good as physical.,India,2020,December
"This is 7th December and its currently 14 degrees - Why is Islamabad, Pakistan not as cold as it used to be in Decembers? 🤔
Looks like due to global warming in the upcoming years we’ll be having winters in June, July &amp; August and summers in November, December &amp; January🥴 https://t.co/96oAM8vCU8",India,2020,December
What is #GlobalWarming ❄️ #Beirut https://t.co/0KeGz2yZKP,India,2020,December
"My latest blog on exotic places , unique phenomenons &amp; Important places. And ofcourse Sea-Sparkle the new phenomenon, warning on Global Warming https://t.co/fUl6G1Xmqj",India,2020,December
"“Prevent &amp; Preserve the nature”,
So it can
“Protect &amp; Prosper the world”
🌿🌍🌈❄️☔️🌦
#pollutionfree #pollution #ClimateAction #climatechange #FaceTheClimateEmergency #GlobalWarming",India,2020,December
Use Surface Rain. #JanShakti4JalShakti #groundwater #everydropcounts #WaterCrisis #globalwarming #rainwaterharvesting #saveearth #buildingconstruction #urbanplanning #innovation #greentech #sustainability #plumbing #mepdesign  #mep #rechargerain #injectionwell #saverain #rain https://t.co/D8edfwvccG,India,2020,December
"@priyankac19 By roaming in a gas guzzling monster truck along with massive security and sycophants entourage, Delaying vital infra projects adding to pollution &amp; global warming,mking a zoo or mueseum is more important then effecient public transport..all hail the new definition of GOING GREEN",India,2020,December
"•National Pollution Control Day. 
""Be part of the Solution, not part of the Pollution""
#pollution #environment #climatechange #nature #savetheplanet #plasticpollution #zerowaste #ecofriendly #recycle #plastic #earth #sustainability #plasticfree #globalwarming #airpollution #eco https://t.co/UHqDeiINZ8",India,2020,December
"""World pollution control day""
#pollution #environment #climatechange #nature #savetheplanet #plasticpollution #ecofriendly #recycle #plastic #earth #sustainability #plasticfree #globalwarming #airpollution #gogreen #ocean #green #covid #eco #environnement #climatechange https://t.co/uWQkXE7Cbd",India,2020,December
"The 1st issue which DSS addresses is 'deforestation &amp; global warming' for which the organization has initiated Nature Campaign. It aware pple about the envirnmnt &amp; encouraging them to save trees. To plant &amp; nurturing saplings for a healthy environmnt
#NationalPollutionControlDay https://t.co/qz8UCBR7mC",India,2020,December
Stop using pesticides of any kind as it is causing plummeting in native Pollinators population and harming the environment . 🐝🌾🍅🌱👳‍♀️🌳Do 💯 % organic farming. #farming #farmers #agriculture #India #world #climatechange #globalwarming #climateactionnow #ClimateEmergency #nature,India,2020,December
New Plants. 🌱🏡 🌳🌴💚🌿🍀 #FarmersAbovePolitics #FarmersDilliChalo #FarmersDelhiProtest #nature #naturelovers #animals #animallovers #newdelhi #india #globalwarming #climatechange #pollution #letusbreathe #Farmers #farming #gardening #MotherNature #FarmerProtest https://t.co/sCu1fk5D1Q,India,2020,December
"I m cool but global warming made me hot 
 I vote Zain Imam for Zayed Parvez in #NKYBFLockdownEdition and as Harsh Oberoi in #Poison2 in TV personality @RajBaddhan @SabrasRadio
@BizAsia #ZainImam #TVPersonalityWithRajBadhan https://t.co/PQsmS1rv28",India,2020,November
"No God will help this economy, currency, pandemic, global warming or unemployment. Wasted six years in doing these theatrics. Bunch of illiterate idiots. #DevDeepawaliWithPMModi",India,2020,November
"#Collections_06
#Nature_06
#Magzine_06
Past a point of no return,’ according to British Journal Scientific Study on #climatechange; Reducing #greenhousegas emission to zero still will not stop #globalwarming; #Scientists see ‘an acceleration of #Pandemics
https://t.co/70EyJFsTxe",India,2020,November
"@RahulGandhi One who doesn't understand Global Warming, Cloud and Radar  theory,  extracting Oxygen from air through wind Mill, Gutter Gas Theory. According to whom A trader works harder than soldier.. its foolish expect that man to understand recession and GDP.",India,2020,November
@shaamiyanaa Exaccttlyy! Ikkrrr 😂 it’s like talking about global warming by bursting save nature fire crackers 😂,India,2020,November
"In a decade to come fighting climate change, mitigating global heat, improving sustainability of human kind should be the fundamental goal for any one
#ClimateAction #ClimateTwitter 
#global #warming #fridaymorning",India,2020,November
"@priyankac19 Rite...in aarey u guys r building a zoo and a SRA project along with a mueseum while millions of ppl suffer daily , thousands will die on tracks due to overloading and billion tons of CO emitted annually adding to global warming...all in name of saving ZERO trees and environment.",India,2020,November
"Forming of cyclone in our country esp Coremendal coast is normal seasonal events it is nothing abnormal to link it with global warming or climate change is stupidity. Formation of cyclone is cyclical events, TN has seen lot of cyclones in 70 and 80",India,2020,November
"Global warming is caused by the greenhouse effect, a natural process by which the atmosphere retains some of the Sun's heat, allowing the Earth to maintain the necessary conditions to host life. It is destroying everything. So people who is there to save his/her home???",India,2020,November
Hmmmm.. the shift is happening.. the question is will it happen in time #GlobalWarming https://t.co/Od8v08scMT,India,2020,November
"Request to Stop use of plastic in your packaging that will helps to fight against plastic pollution &amp; global warming.
Hardly wrappers reaching to recycling units, most of the packets stucked in landfills&amp; destroying soil.
@PrakashJavdekar @HardeepSPuri @RandeepHooda @ErikSolheim https://t.co/RdmwfxH0kY",India,2020,November
"“India not only meeting Paris Agreement targets, but also exceeding them”: PM  Narendra Modi added at #G20Riyadh side event. #climatechange #GlobalWarming #ClimateAction #ClimateJusticeNow #COP26 #GlobalGoals @MEAIndia @moefcc @ClimateT_G20 https://t.co/jnj0QcmbCi",India,2020,November
Global warming 🐪 ❄️ https://t.co/LxWin0oqpm,India,2020,November
"@0khalodi0 Wake up everybody &amp; involve in holistic activities to bring peace in the world.Change the definition of supremacy. Make nuclear weapons for world peace &amp; sale these weapons build up strong economy that can combat pollution, mitigate global warming &amp; irradicste fatal diseases.",India,2020,November
"@ShobhaBJP Hope u do have an idea that this may have been due to low oxygen levels on the sea . News reports say that it's due to high sewage discharge or increased temperature during to global warming . 

Pls do something about the lousy road between sakhlespura and bc road . SaveNH75",India,2020,November
To reduce polution  rivers  must be erected with solar panel based raingunreduce pollution and global warming  a set of 4 raingun requiring about 15 hp power generation will cost 4 lakhs a budget this working 11 hrs daily for 8 months will do great job https://t.co/tbSsLIjCss,India,2020,November
"Total 723 MW #solar projects are going to happen under kusum Yojana in rajasthan.

#solarenergy #climate #ClimateAction #Sustainability #GlobalWarming #India",India,2020,November
"Imagine 2021 as a compensation year for 2020.

Corona vanished, No forest fire, No asteroid hitting the earth, No Global Warming, People getting 15Lakhs in their accounts and Salman Khan getting married 🙏

Just Imagine🙄",India,2020,November
Delhites be like.... Due to increase in global warming Arctic Sea is melting and flowing in to Delhi. Chances of seeing Polar bear can also be not ruled out. 🙄 https://t.co/ukHYWtGzFd,India,2020,November
"Harnessing #renewable #energy is inevitable to secure our energy future.
#Research, #innovation and #implementation should be the only goal of all government around the world to fix a Problem.
#ClimateAction #climatechange #global #warming #ClimateJusticeNow #sustainability",India,2020,November
in an alternate universe global warming is happening cuz vegans won’t stop eating trees,India,2020,November
"He is also a social activist who is planting trees all over the state for campaign against global warming 'Green Globe Project'. 
#HappyBirthdayVivek",India,2020,November
"""India to exceed global warming target if it doesn't limit CO2 emission""  https://t.co/ks4eLPJYH9",India,2020,November
Nature and animals are our friends stop harming them for sake of yourself and your family and friends. #climatechange #ClimateAction #India  #world #ClimateEmergency #GlobalWarming #Earth #biodiversity #love #life #God #America #Europe #Asia #nature #animals #mothernature,India,2020,November
The way humankind brutally and devastatingly destroyed the biodiversity(nature and animals)... The mother nature may gonna destroy us humans the same way if we won't fix the damage we did to it before its too late. #climatechange #GlobalWarming #Earth #ClimateAction #biodiversity,India,2020,November
"Earth is losing its balance of nature, life and biodiversity because of human interfaces and we all would have to pay back for it. #India #pollution #Earth #ClimateChange #ClimateAction #GlobalWarming #USA #Russia #Europe #Asia #Africa #population #biodiversity #world #nature",India,2020,November
"@AJIDRACING @IliasFahim @haziqzuk @angfrhn @khaaaliiis @Syafiqah__Lee With one statement you can know whether i have knowledge or not? People have been arguing about the earth being flat or sphere, like why. Does it have a fact that it gonna change the global warming/global hunger/ racism/ capitalism ??",India,2020,November
"If you care about global warming and climate change please do not destroy the pristine beaches of Goa
We oppose and will oppose. 
Youth will answer 
@ndtv @BBCWorld @cnni @WHO @amchemgoa @TOIGoaNews",India,2020,November
@MrSinha_ Why did they ignore reasons like Global Warming ?,India,2020,November
"World Today

Global warming https://t.co/os9ZeBwQvq",India,2020,November
"My heart is Antarctica 🇦🇶
And you're,
the global warming....!¡!¡✨♥💫
#loveletters",India,2020,November
@missmetanoia6 Early snow is a result of Global warming. And increasing Carbon dioxide blanket.,India,2020,November
"https://t.co/Xkv8DlSFan @Wangchuk66 is leading a peaceful revolution, do your part by just getting aware of the things and taking very simplified steps explained by him. #peace #GlobalWarming #climatechange",India,2020,November
"@BhaavnaArora Then why in new year they burn cracker, and why in bakri Eid they eat goat or kill animals it is also harm to environment #global warming then no one speak ma'am 
Why only diwali ?",India,2020,November
"@BhaavnaArora Then why in new year they burn cracker, and why in bakri Eid they eat goat or kill animals it is also harm to environment #global warming then no one speak ma'am",India,2020,November
@Seems3r Big B !!! Something has gotten into him regards to numbering of his tweets! He corrects them 5-6 times a day and keeps apologising! Someone should explain to him that this is a grievous mistake &amp; adversely affects the Economy and the GDP of the country! Even global warming!,India,2020,November
@BhaavnaArora Global warming,India,2020,November
"We have to take actions now.

#DelhiPollution #Diwali2020 #Diwali #globalwarming #delhi",India,2020,November
Honourable Sir I'm Interested To Work On Prevention of Further Global Warming. Will You Help Me Financially To Continue To Develop 100s Of Sub-Projects including Interim Relief Projects Like prevention of Floods  Prevention of Cyclones ect,India,2020,November
@Aabhas24 Dont produce children and contribute to global warming.,India,2020,November
"Well this is not new... Seeing  this hashtag in trending topic.
#DelhiAirQuality
But yes globally CO2 level is #increasing which is much more warning sign for us.. 
#AirPollution #Carbondioxide #GlobalWarming",India,2020,November
"@Maj_GautamVijay @rayofhope1122 @Aabhas24 Actually you don't get it, I will explain it to you.
Cow, goat etc are also depends upon plants, grass, &amp; it also cause global warming so to reduce global warming they slaughter goats, cow etc.😉",India,2020,November
"""We’re past the point of no return on global warming, scientists warn""  https://t.co/t1eSVZAHEy",India,2020,November
Say no to #pollution this #Diwali and help poor and needy people and take care of nature and animals around you. #Deepavali #Diwali2020 #India #ClimateAction #climatechange #globalwarming #deforestation #industrialization #biodiversity #world,India,2020,November
"@aparanjape Warm-blooded physiology keeps the core temperature warm. Moreover, humans always created warmth (such as: with campfires), in the surrounding cold environmental circumstances too. This butterfly effect must be spilling over the global level leading to global warming.",India,2020,November
"Humans are exploring Mars as a habitable planet, believing it could be revived as if we have already succeeded doing it to our earth.

#GlobalWarming #ParisAgreement #climatechange #Earth #Mars #LifeonMars @GretaThunberg",India,2020,November
"@arunpudur @narendramodi @PMOIndia @HMOIndia @AmitShah @Tejasvi_Surya @PiyushGoyal @nitin_gadkari @DrMohanBhagwat r industries, vehicles &amp; main is stubble burning...why no action on them??..why they r not banned??...why no ban on red meat which is highest contributor to global warming??..why no ban on firecrackers during 31st Dec??...STOP THESE DOUBLE STANDARDS..2/2",India,2020,November
"HAVE A HAPPY AND PROSPEROUS DIWALI EVERYONE, THIS DIWALI HELP THE NEEDY , AND SAY NOT TO GLOBAL WARMING , SAY NO TO CRACKERS !!! https://t.co/1nbgGNtQXr",India,2020,November
"Why you should not burn firecrackers: #Followtherules
-Global warming. 
-Smog and air pollution. A study shows the pollution levels in Delhi during Diwali went up by 30%. -Injuries to animals 
-Child labour promotion.
-Noise pollution.
-Wastage of money.
-Fire accds. #HappyDiwali https://t.co/rJTGxqpwpm",India,2020,November
We're past the point of no return on global warming and stopping greenhouse gas emissions won't help anymore.,India,2020,November
@covertjay Isn’t it too early for burning season? Which means there’s more than one culprit 😣 By the time this problem gets fixed we’ll all be underwater anyway from global warming 😏,India,2020,November
