content,place,year,month
"If you think that mitigation will solve flooding issues, then you must be a novice and you need to know more about effect of global warming.
See pictures of flooded streets in Washington DC: https://t.co/NkfV7Hmjv0",africa,2022,July
"Its been a really long while since i stayed in Lagos during the rainy season ⛈.Heavy rainfall back 2 back for days non-stop.All dat talk abt global warming, e no concern Lagos oo;i actually do miss my Abuja weather 🌤 #rain...",africa,2022,July
"Friday for future, though we have few days Left,we have keep up the SPIRIT!!! United for climate actions
#STOPEACOP
#ClimateActionNow
#globalwarming
#GoGreen https://t.co/0P9pvTvA7a",africa,2022,July
"How 18-year old self Inventor Mamadu Ndulador Bah built a fuel-free generator to save the world from the effects of global warming https://t.co/EjYHJaxhLJ

@MamaduNulador",africa,2022,July
"A key outcome of the #COP26 in Glasgow last year was achieving the #ParisAgreement of limiting global warming to below 2 degrees Celsius by 2030.

What role are you playing as an individual to reduce greenhouse gas emissions? 

#JourneyToCOP27

@Environment_Ke , @UNEP , @UNFCCC https://t.co/4MjXVQzYjZ",africa,2022,July
"changed after the industrial revolution when fossil fuels began to be exploited.  However, the drastic change in climate as a result of global warming awakened humans about the environmental impact of the burning of fossil fuels. Moreover, a huge demand for energy",africa,2022,July
"When fossil fuels are burned, they emit dangerous pollutants into the air. These air pollutants contribute to the formation of smog, acid rain, and other harmful conditions. These activities also emit greenhouse gases such as CO2 into the air, which contribute to global warming.",africa,2022,July
"For the Earth to keep below #1point5 of #GlobalWarming there needs to be a rapid cut down of the Global #greenhousegas and #emissions to #NetZero and the ‘speeches’ are definitely NOT helping us! #FridaysForFuture 
#ClimateEmergency #ClimateActionNow 
@Riseupmovt @Fridays4future",africa,2022,July
@muyera3_mike @gerald_gittz17 @GunnerAfrican What of global warming?,africa,2022,June
"STOP GLOBAL WARMING!!
#ClimateActionNow #stopglobalwarming #FridaysForFuture 
@Riseupmovt https://t.co/xswnTRqBSH",africa,2022,June
"Just plant  #Trees everywhere and our #environment will be safe.

A simple good action can stop global warming and weather conditions.
#environment
#StrongerTogether
#goodspractices
#ClimateActionNow
#onu
#unep https://t.co/frViZrewxv",africa,2022,June
"Tunisia, North Africa 🌍is clearly concerned by the global warming #ShowYourStripes #ClimateCrisis #ClimateActionNow #ClimateEmergency https://t.co/gg5OBEA7wh",africa,2022,June
@JunkScience Global warming,africa,2022,June
Global warming😂😂😂,africa,2022,June
The Ghana floods and #accraflood is now becoming ramifications  of global warming  and climate change  than negligence of our leaders and us,africa,2022,June
@BobMlazzow @Brian_Yego17 @JemGurru @QueenGathoni @Osama_otero @gidikariuki @Masaibutterfly @JamieButon @MuthoniMaryanne @_CrazyNairobian Fossil fuel emits greenhouse gases which are essential to global warming.,africa,2022,June
@instablog9ja Drainage challenge. Global warming!,africa,2022,June
"Sometimes people believe that #GlobalWarming  is just a concept. The reality is scared. We should pay attention in our #international #policies. 

#environment
#ClimateActionNow
#wakeup https://t.co/B9uhidmYWM",africa,2022,June
"I’m hearing this for the first time: 
Solar Panels contributing to global warming because of reflection",africa,2022,June
"The earth isn’t ours, it’s a treasure we hold in trust for our children &amp; grandchildren. We must be worthy of that trust. By working together every Nation &amp; every individual, in Paris &amp; beyond, we can defeat the threat of global warming. Lets act now not tomorrow. #ClimateAction https://t.co/ywya0114H3",africa,2022,June
"Mangroves have ×10 the capacity of terrestrial trees in terms of carbon sequestration. These are

efforts to slow down global warming/climate change.

#ImpactingGenerations #Environment #ClimateAction https://t.co/xXQF6htIwP",africa,2022,June
@disclosetv That's global warming for you!,africa,2022,June
"The Supreme Court is on the verge of limiting the Environmental Protection Agency’s (EPA) ability to regulate carbon dioxide, the most prevalent greenhouse gas causing global warming. https://t.co/DO13Nhm0y7",africa,2022,June
"This analogy, though meant to be inspiring, is completely flawed if you have basic global warming knowledge. https://t.co/y3zMkYGfib",africa,2022,June
"#H20stories #climatechange
Did you know that even if we manage to limit #GlobalWarming to 1.5°C,  a baby born in #Africa in 2021 will suffer on average 3 times more #HeatWaves, 2 times more #droughts and 2 times more river #floods than their grandparents born in 1971. https://t.co/J9gWgZBPwQ",africa,2022,June
Climate education provides children with the knowledge and skills they need to address the global warming crisis. #WorldEnvironmentDay #OnlyOneEarth https://t.co/HD72IZTSEa,africa,2022,June
"#accrafloods
But yesterday rains shouldn't have caused that flood, the government role and citizens  role is there to be played but it is time we look at the effects  of global warming  and climate change  too cause it serious.",africa,2022,June
@Kaysitsofe I'm believing to think the flooding is a global warming challenge  because  the rains I saw yesterday  and the flood its doesn't  make sense to me personally. The leadership  side is there but nooooooo,africa,2022,June
"There's no Planet B

The Earth is all we've got. 
#june5
Have you ever Imagined a Planet without Trees? 

#deforestation
 #globalwarming  #ClimateCrisis #SaveSoil #WorldEnvironmentDay #worldenvironmentalday2022 https://t.co/TdNagmnnMG",africa,2022,June
Global warming. https://t.co/tAlXrRxqFn,africa,2022,June
"We need developments that will sustain everyone #StopEACOP 
#PeopleNotProfit 
#ClimateActionNow 
#GlobalWarming  
#FridaysForFuture https://t.co/d8wLudTpTy",africa,2022,June
@Shann_099 Global warming is real we ought to be careful with emissions,africa,2022,June
"Every fraction of a degree of global warming matters.

Every day matters.

Every #ClimateAction matters.
 https://t.co/Fc5EVYdbqv",africa,2022,June
"Global warming is really hitting #SierraLeone, no matter dark and thunderous the weather is I'm not seeing much of a rainfall.

#climatechange #GlobalWarming #SaloneTwitter",africa,2022,June
"Those who made up the theory of global warming are liars, and Allaah has sent Coronavirus to be contagious at the beginning so that it locks up the whole world...
Imam Mahdi Nasser Mohammed Al-Yamani
18-May-2022AD
https://t.co/ZLLJBOHv24
41
#تحذير_نفير_اسراب_الدم
 
KfH6yt",africa,2022,May
"Those who made up the theory of global warming are liars, and Allaah has sent Coronavirus to be contagious at the beginning so that it locks up the whole world...
Imam Mahdi Nasser Mohammed Al-Yamani
18-May-2022AD
https://t.co/Js5ELMxS0K
41
#تحذير_نفير_اسراب_الدم
o8Gx6T https://t.co/qozyT96fe2",africa,2022,May
"Those who made up the theory of global warming are liars, and Allaah has sent Coronavirus to be contagious at the beginning so that it locks up the whole world...
Imam Mahdi Nasser Mohammed Al-Yamani
18-May-2022AD
https://t.co/c0XfBdyMCw
41
#تحذير_نفير_اسراب_الدم
woPSJT",africa,2022,May
"Those who made up the theory of global warming are liars, and Allaah has sent Coronavirus to be contagious at the beginning so that it locks up the whole world...
Imam Mahdi Nasser Mohammed Al-Yamani
18-May-2022AD
 https://t.co/GkD0oXTOt1
41
#تحذير_نفير_اسراب_الدم
EH!0F8",africa,2022,May
"Those who made up the theory of global warming are liars, and Allaah has sent Coronavirus to be contagious at the beginning so that it locks up the whole world...
Imam Mahdi Nasser Mohammed Al-Yamani
18-May-2022AD
https://t.co/ZLLJBOHv24
41
#تحذير_نفير_اسراب_الدم
 
N&amp;zDdI",africa,2022,May
"current predictions are that critical global warming levels will likely be reached earlier than mid-century in Africa.
Africa is not only the second-most climate-vulnerable  region of the world; it also shows the least climate  readiness efforts 
@akin_adesina @barrowlaming",africa,2022,May
"Solar energy is the energy gotten from the sun 🌞 rays and it is essential to all life on earth.

This energy can also be harnessed by solar technologies to light up homes, heat water, and a lot more. With the growing concerns about global warming, a clean and eco-friendly 

1/2 https://t.co/eN6h2sDvO0",africa,2022,May
"Those who made up the theory of global warming are liars, and Allaah has sent Coronavirus to be contagious at the beginning so that it locks up the whole world...
Imam Mahdi Nasser Mohammed Al-Yamani
18-May-2022AD
 https://t.co/AoguDCGWJV
41
#انفروا_شبابا_وشيبا
 
r/aZTb",africa,2022,May
"Those who made up the theory of global warming are liars, and Allaah has sent Coronavirus to be contagious at the beginning so that it locks up the whole world...
Imam Mahdi Nasser Mohammed Al-Yamani
18-May-2022AD
https://t.co/uLNHZDeVDn
41
#انفروا_شبابا_وشيبا
 
£mRfjF",africa,2022,May
"Those who made up the theory of global warming are liars, and Allaah has sent Coronavirus to be contagious at the beginning so that it locks up the whole world...
Imam Mahdi Nasser Mohammed Al-Yamani
18-May-2022AD
https://t.co/ZLLJBOHv24
41
#انفروا_شبابا_وشيبا
 
LUrnjG",africa,2022,May
"#Education is crucial in promoting #climate action, less than a third middle school teachers and fewer than a half of high #school teachers teach their students on the human causes of #GlobalWarming, climate change education important now than ever.
https://t.co/8TGoVmz84f",africa,2022,May
"Every Monday a tree is planted
 🌲🌲🌲🌲 already
This is why 🙏
#GoGreen
#ClimateActionNow
#StopEACOP 
#GlobalWarming https://t.co/igQZ0a5ef5",africa,2022,May
CROCS BE THA LEADING CAUSE OF GLOBAL WARMING,africa,2022,May
"There are lot of moneys for weapons and wars but no money to reduce #Hunger #poverty and #deforestation, Ô God. https://t.co/9gGTMh0BxY
@antonioguterres ,@gofundme @JeffBezos ,@pulte ,Billionaires ,#GlobalGoals ,#GlobalWarming .",africa,2022,May
"The oceans are not used enough in carbon sequestration? We may be on a new solution for the CO2 problem. Scientists are ready to go, what about governments?

#GlobalWarming #oceans #CO2 

https://t.co/NwK8kCQqNa",africa,2022,May
"@933kfm Different priorities
Lack of discipline
Global warming
Lack of accountability and transparency
People want to enjoy benefits of being in relationships but don't want to bear the cost it brings. Acting single yet they are dating",africa,2022,May
"Plants create oxygen and absorb greenhouse gases. The destruction of trees may, therefore, encourage global warming. Changing temperatures can alter ecosystem. Cutting trees can also result in the loss of habitat for animal species, which can equally harm ecosystems.",africa,2022,May
"Time to broaden strategy to avert catastrophic climate change
#StopEACOP 
#ClimateActionNow 
#climatechange 
#GlobalWarming 
@GretaThunberg https://t.co/DOh1xqHN0m",africa,2022,May
"Re-planting the 3rd tree 🌲🌲🌲 to a better &amp;safe place . Mission trees every Monday 
#StopEACOP 
#GoGreen 
#PeopleNotProfit 
#GlobalWarming https://t.co/cXQlwBSv72",africa,2022,May
Global warming must have eaten into some hours of the weekend. It can't be Sunday night already. It's just a few hours ago when we were signing out from the plantation yawa.,africa,2022,May
California is ready for global warming… https://t.co/G38ltB0PnR,africa,2022,May
"Also through our efforts and activities within the community, we can help to reduce the adverse impacts of plastic waste on the environment, particularly towards global warming . https://t.co/z6ki5DDBv9",africa,2022,May
"Those who made up the theory of global warming are liars, and Allaah has sent Coronavirus to be contagious at the beginning so that it locks up the whole world...
Imam Mahdi Nasser Mohammed Al-Yamani
18-May-2022AD
 https://t.co/s31xbFz4EM
41
#فيروس_شنغهاي_ذو_عذاب_شديد
5a&amp;JoC",africa,2022,May
"Those who made up the theory of global warming are liars, and Allaah has sent Coronavirus to be contagious at the beginning so that it locks up the whole world...
Imam Mahdi Nasser Mohammed Al-Yamani
18-May-2022
#فيروس_شنغهاي_ذو_عذاب_شديد
 Imam Mahdi Nasser Mohammed Al-Yamani
N",africa,2022,May
"Those who made up the theory of global warming are liars, and Allaah has sent Coronavirus to be contagious at the beginning so that it locks up the whole world...
Imam Mahdi Nasser Mohammed Al-Yamani
18-May-2022AD
https://t.co/RTgyrLAQQM
41
#فيروس_شنغهاي_ذو_عذاب_شديد
e!SGJZ",africa,2022,May
"Those who made up the theory of global warming are liars, and Allaah has sent Coronavirus to be contagious at the beginning so that it locks up the whole world...
Imam Mahdi Nasser Mohammed Al-Yamani
18-May-2022
#فيروس_شنغهاي_ذو_عذاب_شديد
 Imam Mahdi Nasser Mohammed Al-Yamani",africa,2022,May
"Those who made up the theory of global warming are liars, and Allaah has sent Coronavirus to be contagious at the beginning so that it locks up the whole world...
Imam Mahdi Nasser Mohammed Al-Yamani
18-May-2022AD
 https://t.co/LsoECQp1Mz
41
#فيروس_شنغهاي_ذو_عذاب_شديد
yl1sEh",africa,2022,May
"Those who made up the theory of global warming are liars, and Allaah has sent Coronavirus to be contagious at the beginning so that it locks up the whole world...
Imam Mahdi Nasser Mohammed Al-Yamani
18-May-2022AD
https://t.co/GNXEFTAeh8
41
#فيروس_شنغهاي_ذو_عذاب_شديد
ZZmkhx",africa,2022,May
"Those who made up the theory of global warming are liars, and Allaah has sent Coronavirus to be contagious at the beginning so that it locks up the whole world...
Imam Mahdi Nasser Mohammed Al-Yamani
18-May-2022AD
 https://t.co/kWhUCsjNGw
41
#فيروس_شنغهاي_ذو_عذاب_شديد
EICpz4",africa,2022,May
"Those who made up the theory of global warming are liars, and Allaah has sent Coronavirus to be contagious at the beginning so that it locks up the whole world...
Imam Mahdi Nasser Mohammed Al-Yamani
18-May-2022AD
https://t.co/ZLLJBOHv24
41
#فيروس_شنغهاي_ذو_عذاب_شديد
YsfMfB",africa,2022,May
"It's a Friday,Dear community let's do it together.. @Fridays4FutureU
#fridaysforfuture
#StopEACOP
#ClimateActionNow
#communityforclimate
#globalwarming https://t.co/PV6J6ixbWT",africa,2022,May
"The glacier-capped mountains🗻of South Asia popularly known as the ""Third Pole"", have been warming at a very alarming rate. These mountains provide billions of people with drinking water🌊.

Read the full the full report by @UNEP on global warming: https://t.co/Fnt5Rmz4gY https://t.co/yUglngCp40",africa,2022,May
#BenGithae make us Global warming crisis song...do it for the nature 😀😀🌿,africa,2022,May
"Anthropogenic activities, such as the burning of fossil fuels, have had a significant impact on today's warming of the Earth's surface, which we refer to as global warming. However, by employing artificial intelligence in renewable energy sectors, the world can.... https://t.co/60itEthu0O",africa,2022,May
@clubOmozambique @africaupdates Global warming is real... @ZeroOne33408052,africa,2022,May
"Joseph Elikem Ametsitsi is a strong advocate for energy transition, renewable energy provision, global warming and climate change.

#GreenKNUST",africa,2022,May
"Climate Change is real!!!
Don't wait until it's late, let's take actions now

#ClimateEmergency 
#climatechange 
#GlobalWarming 
#EnvironmentalJustice https://t.co/rsiz19Hfgb",africa,2022,May
Global warming 😂😂😂💔 https://t.co/AlyOLOaDNQ,africa,2022,May
#Finance to stop the rate at which climate change is rising #GlobalWarming https://t.co/ZYv5dK9o2F,africa,2022,May
"At AVINEM FOUNDATION  We believe, Intellectual Property will play a big role in all the efforts and activities towards climate mitigation and adaptation.# Climatic change,climate adaptation, climate mitigation,WIPO, global warming and intellectual property.",africa,2022,May
Do we have an enlightened society? That is the only way we get to understand what to do when we are slapped by global warming. #farming  #ClimateEmergency #agriculture #ClimateJustice #ClimateActionNow  @UnivKenya @ClimateUniv https://t.co/OifWYK7nzK,africa,2022,May
"We at AVINEM Foundation have decided to take on the task to help our communities, societies, organisations, companies and all the interested stakeholders in the current and continuing fight against Global Warming and Climate Change. https://t.co/6DJ5iTBwLW",africa,2022,May
"Check out my new nft collection on @opensea https://t.co/ScRtFrmJif 
#nft #nftart #NftColllectors #NFTCommunity #ASUU  #recycle #GlobalWarming Apostle Stephanie Federal Government #nudity https://t.co/hiLIiD1uhZ",africa,2022,May
@Xzeecool Global warming my Man's.,africa,2022,May
@TheIshanpepe Global warming don catch us.,africa,2022,May
Off to save the world from global warming disasters. This is the season and time. https://t.co/cdy5UaFkeh,africa,2022,May
Global warming is REAL,africa,2022,May
"Hello World, we are a National NGO from the United Republic of Tanzania with the goal, dream, desire and drive to play our part in saving our Earth through various efforts utilising knowledge on Intellectual Property and techonologies that can help against global warming. https://t.co/q7YmFcmupb",africa,2022,May
"3/n
This warming can get very extreme &amp; result in a Global warming due to the anthropogenic activities on earth which results in too much heat trapping gases.",africa,2022,May
@OfficialSamTife Global warming happened.,africa,2022,May
"while you still believe those who promote the theories of mutations and global warming, 
Imam Nasser Mohammed Al-Yamani
25-Ramadan-1443AH
26-04-2022AD
https://t.co/IwxXPahtg2
113
#تحدي_المهدي_لسلمان_وابن_سلمان
 
S4!JX9",africa,2022,May
"The nature and causes of climate change operate at different temporal and spatial scales. This is one of the reasons why the effects of climate change are not expected to be equal globally. 
#ClimateCrisis
#ClimateActionNow 
#Stockholm50 
#GlobalWarming https://t.co/yhFaEWOV0r",africa,2022,May
"It's our responsibilities to protect the mother nation
#ClimateCrisis 
#ClimateAction 
#BillGates 
#GlobalWarming
#Stockholm50",africa,2022,May
"Tree planting is a collective effort, it involves togetherness and cooperation in bid to create a better safer environment.

PLANT A TREE TODAY FOR A SAFE ENVIRONMENT

#treesforlife #treesforhealth #EidMubarak2022 #GlobalWarming #savetheplanet #plantatree https://t.co/zqeuhdxwi8",africa,2022,May
"@midalabarry @gyukssunday Ahhh rain never reach Kano... Chai 🙆🏾‍♂️...""This global warming is real fa...Kai haba"" in Hausa accent.",africa,2022,May
"while you still believe those who promote the theories of mutations and global warming, 
Imam Nasser Mohammed Al-Yamani
25-Ramadan-1443AH
26-04-2022AD
 https://t.co/lV4lZTAvBw
113
#像海啸一样全球性病毒
#EclipseOfTheSkySomeday
fu",africa,2022,May
@Independent Infact Russia is responsible for global warming... Smh,africa,2022,April
"A report from Global Forest Watch indicates that the world lost 11.1 million hectares of forest cover in just last year alone.
@globalforests @AJEnglish 
#forest #GlobalWarming #climate https://t.co/PTzPNEkADX",africa,2022,April
"Well, most of you know as per my poll that for every bolt ride you take, you’re contributing to 11 million seedballs growing into trees, thus reducing carbon emissions &amp; help fight global warming👏🏽
For those who said “no” now you know! So #ridewithapurpose #SeedBolts @Boltapp_Ke https://t.co/Kafs3Rw7cn",africa,2022,April
"Historical records (Egypt, Sumeria, Hindu) show that humans were created by extra terrestrials, who regularly return to steer us forward.
I wonder why civilized humans think of the worst outcomes when aliens come into play.

Maybe to fix global warming, senseless wars, pandemics.",africa,2022,April
Alarming. Global warming is real.... https://t.co/7NDRAS6lTR,africa,2022,April
"There is also evidence to suggest that current global warming is due to the Earth's own millanchovic cycles  that describe the effects of the Earth's movements around the sun on climate, an historical phenomena",africa,2022,April
"end inthe next 10-50 years due to global warming.
What makes it more complex is attaching, global warming to social issues( gender, race discrimination and poverty).

Its sickening, 
Climate change however refers  to changes in the atmospheric conditions of the earth,",africa,2022,April
"@davemesh_ @freeson_jil @preciousnengak Hell is hot 🔥 not warm ohhh, pls church should care about souls and leave global warming.",africa,2022,April
"@KeForestService
@Environment_Ke
We are suffering global warming?Is any one concerned about Mwambirwa Forest and Mbololo Forest? Are we waiting for all the old trees to be finished?Is this not a protected area?Who will conserve our forests for the next generations? https://t.co/FcjYnrK1nY",africa,2022,April
"Phew! Attended my leader’s mum’s 90th birthday in one part of the constituency; then rushed to a meeting with Ubiaja leaders; then landed in a meeting with Uromi elders.

Global warming in the gutter this Easter Sunday 😬

#OseAnenih2023 https://t.co/qcico1ah6v",africa,2022,April
"that those who believe in the theory of global warming and think that it takes place due to the exhausts of the factories of humans 
Imam Nasser Mohammed Al-Yamani
13-Ramadan-1443AH
14-04-2022AD
https://t.co/6RSnnM1HmV
6
#TheWarningMoonIsOver
#انقضا_التحذير_بالقمر_النذير
VsCRkh",africa,2022,April
"that those who believe in the theory of global warming and think that it takes place due to the exhausts of the factories of humans 
Imam Nasser Mohammed Al-Yamani
13-Ramadan-1443AH
14-04-2022AD
https://t.co/2jmoj75Kzh
6
#TheWarningMoonIsOver
#انقضا_التحذير_بالقمر_النذير
 
imPrJ0",africa,2022,April
"that those who believe in the theory of global warming and think that it takes place due to the exhausts of the factories of humans 
Imam Nasser Mohammed Al-Yamani
13-Ramadan-1443AH
14-04-2022AD
https://t.co/xG2uCVzKP7
6
#TheWarningMoonIsOver
#انقضا_التحذير_بالقمر_النذير
\Ilr9m&amp; https://t.co/y8476vtu90",africa,2022,April
"that those who believe in the theory of global warming and think that it takes place due to the exhausts of the factories of humans 
Imam Nasser Mohammed Al-Yamani
13-Ramadan-1443AH
14-04-2022AD
https://t.co/PDMWNeMSUI
6
#TheWarningMoonIsOver

vkcYGV",africa,2022,April
"that those who believe in the theory of global warming and think that it takes place due to the exhausts of the factories of humans 
Imam Nasser Mohammed Al-Yamani
13-Ramadan-1443AH
14-04-2022AD
https://t.co/BzDtBOJ6Ug
6
#TheWarningMoonIsOver

vkcYGV",africa,2022,April
"that those who believe in the theory of global warming and think that it takes place due to the exhausts of the factories of humans 
Imam Nasser Mohammed Al-Yamani
13-Ramadan-1443AH
14-04-2022AD
https://t.co/bU23f2zB19
6
#TheWarningMoonIsOver

vkcYGV",africa,2022,April
"that those who believe in the theory of global warming and think that it takes place due to the exhausts of the factories of humans 
Imam Nasser Mohammed Al-Yamani
13-Ramadan-1443AH
14-04-2022AD
https://t.co/NZGYklz76P
6
#TheWarningMoonIsOver

vkcYGV",africa,2022,April
"that those who believe in the theory of global warming and think that it takes place due to the exhausts of the factories of humans 
Imam Nasser Mohammed Al-Yamani
13-Ramadan-1443AH
14-04-2022AD
https://t.co/Y77fStiUmv
6
#TheWarningMoonIsOver

vkcYGV",africa,2022,April
"that those who believe in the theory of global warming and think that it takes place due to the exhausts of the factories of humans 
Imam Nasser Mohammed Al-Yamani
13-Ramadan-1443AH
14-04-2022AD
 https://t.co/EvdzU6XYxc
51
#TheWarningMoonIsOver
#انقضا_التحذير_بالقمر_النذير

pCgO",africa,2022,April
"that those who believe in the theory of global warming and think that it takes place due to the exhausts of the factories of humans 
Imam Nasser Mohammed Al-Yamani
13-Ramadan-1443AH
14-04-2022AD
 https://t.co/EvdzU6XYxc
6
#TheWarningMoonIsOver
#انقضا_التحذير_بالقمر_النذير
DlY333",africa,2022,April
"that those who believe in the theory of global warming the factories of humans 
Imam Nasser Mohammed Al-Yamani
13-Ramadan-1443AH
14-04-2022AD
https://t.co/N3hOAKiXZz
6
#TheWarningMoonIsOver
#انقضا_التحذير_بالقمر_النذير
Imam Nasser Mohammed Al-Yamani 
9Vtzv!",africa,2022,April
"that those who believe in the theory of global warming and think that it takes place due to the exhausts of the factories of humans 
Imam Nasser Mohammed Al-Yamani
13-Ramadan-1443AH
14-04-2022AD

6
#TheWarningMoonIsOver
#انقضا_التحذير_بالقمر_النذير
 
qoE0Xv",africa,2022,April
"that those who believe in the theory of global warming and think that it takes place due to the exhausts of the factories of humans 
Imam Nasser Mohammed Al-Yamani
13-Ramadan-1443AH
14-04-2022AD
https://t.co/sngqDRmBIs
6
#TheWarningMoonIsOver
#انقضا_التحذير_بالقمر_النذير
sE46kq https://t.co/LedFbqANlX",africa,2022,April
"that those who believe in the theory of global warming and think that it takes place due to the exhausts of the factories of humans 
Imam Nasser Mohammed Al-Yamani
13-Ramadan-1443AH
14
#TheWarningMoonIsOver
#انقضا_التحذير_بالقمر_النذير
oSEOX",africa,2022,April
"that those who believe in the theory of global warming and think that it takes place due to the exhausts of the factories of humans 
Imam Nasser Mohammed Al-Yamani
13-Ramadan-1443AH
14-04-2022AD
#TheWarningMoonIsOver
#انقضا_التحذير_بالقمر_النذير
 
bB8|i0",africa,2022,April
"that those who believe in the theory of global warming and think that it takes place due to the exhausts of the factories of humans 
Imam Nasser Mohammed Al-Yamani
13-Ramadan-1443AH
14-04-2022AD
#TheWarningMoonIsOver
#انقضا_التحذير_بالقمر_النذير
 
7ZJ=Gc",africa,2022,April
"that those who believe in the theory of global warming and think that it takes place due to the exhausts of the factories of humans 
Imam Nasser Mohammed Al-Yamani
13-Ramadan-1443AH
14-04-2022AD
#TheWarningMoonIsOver
#انقضا_التحذير_بالقمر_النذير
 
JMt3uh",africa,2022,April
"that those who believe in the theory of global warming and think that it takes place due to the exhausts of the factories of humans 
Imam Nasser Mohammed Al-Yamani
13-Ramadan-1443AH
14-04-2022AD
#TheWarningMoonIsOver
#انقضا_التحذير_بالقمر_النذير
 
PK|7Kq",africa,2022,April
"that those who believe in the theory of global warming and think that it takes place due to the exhausts of the factories of humans 
Imam Nasser Mohammed Al-Yamani
13-Ramadan-1443AH
14-04-2022AD
#TheWarningMoonIsOver
#انقضا_التحذير_بالقمر_النذير
 
64jjY1",africa,2022,April
"Jedidah Wanyeki a founder and CEO of Green for Africa who was inspired by the Late Nobel peace Laureante Prof. Wangari Maathai.

#climate #climatechange #environment #nature #globalwarming #climatecrisis #sustainability #climateaction #earth #savetheplanet #climatechangeisreal. https://t.co/9TJgUOZch3",africa,2022,April
"Jedidah Wanyeki a founder and CEO of Green for Africa who was inspired by the Late Nobel peace Laureante Prof. Wangari Maathai.

#climate #climatechange #environment #nature #globalwarming #climatecrisis #sustainability #climateaction #earth #savetheplanet #climatechangeisreal. https://t.co/hgAN4Nb6v1",africa,2022,April
"Jedidah Wanyeki a founder and CEO of Green for Africa who was inspired by the Late Nobel peace Laureante Prof. Wangari Maathai.

#climate #climatechange #environment #nature #globalwarming #climatecrisis #sustainability #climateaction #earth #savetheplanet #climatechangeisreal. https://t.co/8C6GGf2jaZ",africa,2022,April
"Let's keep our envirent green, protect our future.#climatemonday leaders.

#climate #climatechange #environment #nature #globalwarming #climatecrisis #sustainability #climateaction #earth #savetheplanet #climatechangeisreal #sustainable #climateemergency #ecofriendly https://t.co/5d02MmJady",africa,2022,April
"🚨 The effects of urbanization and climate change go hand in hand with Global warming. It will have disastrous impacts on our cities 🔥🥵🏘🏘
🤝 Together, we can rise up to the challenge and take action under the #NewUrbanAgenda 📘 #sdg11 #sustainable #green #health #city https://t.co/MvBjD9ut3M",africa,2022,April
"How can we reduce the effect of global warming?

This is an issue we should take very seriously.",africa,2022,April
@antgrasso This tweet is so paramount and it deserved all the attention it needed for us to bring this world free from global warming I loved this and it's what we r going to discuss next week 👉 is hydrogen the silver bullet.,africa,2022,April
Hydrogen is the silver bullet for global warming and I expect world leader's to scale this up and it will tremendously lower ozone layer gases as such global warming will be lowered as ozone gases accumulation per partial pressures greatly reduced Uganda ministry of  energy 🇺🇬 https://t.co/7Zf3FIoLhR,africa,2022,April
"10 ways to stop climate change?
10 Ways to Stop Global Warming
Change a light. Replacing one regular light bulb with a compact fluorescent light bulb will save 150 pounds of carbon dioxide a year.
Drive less. ... 
Recycle more. ... 
Check your tires. ... 
Use less hot water. ...",africa,2022,April
"@KandiEunice We need to plant more trees ,protect swamps,as an intervention to mitigate the loss of those glaciers through global warming.
There are people ready to plant trees in grassroot communities but those in government don't involve them,they do it for publicity.",africa,2022,April
Best hording #Summer #GlobalWarming 🔥 https://t.co/NkJvIOPNQC,africa,2022,April
You ever heard about global warming? https://t.co/aBFMclZHBJ,africa,2022,April
"This is the solution to global warming storming us soon. Everybody is saying desame thing but in head, we all understand different things. 100years down the line this post will still feel ever green💯💯 #astrobiology",africa,2022,April
"The #IPCC have reiterated the need to limit global warming to 1.5°C. To do this, “we need to significantly increase investments in nature-based solutions and promote sustainable agriculture techniques and invest in smallholders in Africa #ClimateReport #ClimateCrisis #fff https://t.co/IOhJqZh2q8",africa,2022,April
"Meet our Expert Speaker Dr. Daniel Benefoh who will share insights on the post-COP26 actions to halt global warming.
REGISTER to participate in-person : https://t.co/b31LJTPVeP

REGISTER to participate virtually:
https://t.co/jrXVdNniwY https://t.co/AR1dUrKHfc",africa,2022,April
I'm cool but global warming made me  hot☀ https://t.co/lRvcykJOUZ,africa,2022,April
@Emraj_63996 I was thinking we were experiencing Global warming but this is Global Cooking,africa,2022,March
"Noo, there is no global warming. 
#Tenerife #27marzo #lluvia #canarias #espana #wtf #ok https://t.co/bKU2BQxkuj",africa,2022,March
"The prime minister thinks it's better for the indigenous people to take possession of land and not necessarily foreign investors of any sort. From history, #GlobalWarming was never an issue not until investors started taking over land.
#YouthDebatesUWEWK #UWEWK2022 @IOM_Uganda https://t.co/dCLeKVQaXP",africa,2022,March
"What is the #sustainable solution to reduce carbon emissions?

Read on: https://t.co/QYESpIJmVn 

#greenhousegas #sustainable #GlobalWarming https://t.co/wQ4Q31qY88",africa,2022,March
"Since the #industrial revolution, human induced greenhouse gas emission has increased dramatically and has become the major reason for climate change, global warming, sea level rise and other impacts.",africa,2022,March
Eh fr this is global warming. How can it be blazing hot at 8:30 am.,africa,2022,March
@__DearBeauty E dey cause global warming sef 🙄,africa,2022,March
"The Anthropocene is a new, present day epoch, in which scientists say we have significantly altered the Earth through human activity. These changes include global warming, habitat loss, changes in the chemical composition of the atmosphere, oceans and soil, and animal extinctions",africa,2022,March
It’s like global warming don start for this kano,africa,2022,March
@mkainerugaba out here causing global warming 😅😅😅 hilarious,africa,2022,March
